rating,loves_count,reviews_num,size_price_ratio,brand_size,brand_encoded,hierarchy_2_encoded
4.1456,10373,206.0,138.0,46,21,1
4.4306,15015,209.0,5.238095238095238,46,21,0
4.3121,9216,157.0,52.30769230769231,46,21,9
4.2105,12792,76.0,165.0,21,120,6
3.75,2878,12.0,170.58823529411765,40,104,6
4.0,2156,6.0,193.75,40,104,9
4.0,1011,3.0,108.0,40,104,8
5.0,2684,2.0,158.8235294117647,40,104,8
4.3043,5604,23.0,13.829787234042552,40,104,0
4.8947,5313,19.0,19.298245614035086,40,104,6
4.1316,7081,38.0,254.0983606557377,40,104,1
4.5753,19695,438.0,22.35294117647059,46,21,6
4.1032,59342,562.0,49.504950495049506,12,118,7
4.3207,19266,184.0,5.621301775147929,12,118,7
4.0,17882,98.0,7.100591715976331,12,118,7
4.0606,8330,66.0,7.2485207100591715,12,118,7
4.1636,28486,220.0,4.023668639053255,12,118,7
4.2895,25715,266.0,35.50295857988166,12,118,7
4.0641,67680,1980.0,130.0,16,116,1
3.9215,141804,2827.0,9.2,28,28,0
4.0195,32444,771.0,105.0,27,90,9
3.9947,564701,7224.0,40.23668639053255,28,28,6
4.2353,51314,153.0,110.0,19,22,9
3.9394,9453,66.0,64.70588235294117,19,22,6
3.5752,13977,153.0,110.0,18,25,1
4.4603,26294,428.0,6.8,10,57,0
4.6224,1041090,143.0,9.9,39,124,9
4.4237,213919,760.0,12.1,39,124,9
4.2169,995264,7179.0,6.0,39,124,9
3.7143,350485,2447.0,9.19,39,124,9
4.3735,269084,1751.0,10.9,39,124,6
3.9597,83274,248.0,6.7,39,124,9
4.4787,334056,1385.0,9.19,39,124,9
4.009,232235,885.0,11.5,39,124,9
4.1441,249244,1159.0,15.8,39,124,9
3.3386,154926,1261.0,8.1,39,124,9
4.3232,722270,3521.0,1.625,39,124,0
4.3077,99437,273.0,10.9,39,124,9
3.8198,61702,172.0,20.5,39,124,9
4.5173,47012,4479.0,15.0,63,15,5
4.2426,63707,882.0,100.0,19,32,3
4.3616,12568,224.0,32.94117647058824,46,21,6
4.0307,56561,913.0,5.8,19,32,0
4.1345,78423,1264.0,4.705882352941177,12,95,0
4.5385,4467,13.0,62.1301775147929,9,105,6
4.0,7733,9.0,63.125,27,14,6
4.3913,9062,23.0,220.0,25,68,5
3.7277,36889,437.0,1.2352941176470589,15,64,1
3.9446,60747,704.0,4.733727810650888,17,7,0
3.6003,63022,668.0,112.0,17,7,1
4.5203,78198,517.0,10.0,17,7,6
3.7692,4463,13.0,7.966101694915253,19,22,6
3.4242,9000,33.0,124.0,19,22,1
3.9438,12347,356.0,136.0,27,90,1
3.8333,10631,162.0,6.567164179104477,8,112,7
3.8785,39213,428.0,12.222222222222221,8,112,7
4.3478,2697,23.0,13.529411764705882,15,17,7
4.4135,6750,104.0,88.0,32,81,6
3.6809,10866,141.0,200.0,25,68,6
4.0,4515,11.0,200.0,25,68,5
3.7244,162600,1524.0,128.0,28,28,1
4.0089,46556,673.0,4.477611940298507,26,11,0
4.2778,26028,486.0,6.0,26,11,0
3.5455,9451,11.0,14.0,15,17,8
4.4184,43134,803.0,48.0,15,17,8
4.2091,8209,110.0,29.411764705882355,18,24,9
3.871,17617,248.0,44.0,18,24,4
4.1163,6485,43.0,98.0,27,0,9
4.2126,35373,1209.0,60.0,37,63,5
3.9557,21711,271.0,21.463414634146343,21,120,0
4.4594,125685,1121.0,49.0,17,135,6
4.1866,10900,268.0,28.823529411764707,32,81,9
4.3216,109800,3004.0,30.58823529411765,21,86,6
4.0417,5812,24.0,56.470588235294116,27,14,6
2.1429,2430,7.0,5.177514792899409,12,118,7
4.5274,107746,1532.0,13.666666666666666,21,86,4
4.2857,3917,14.0,10.588235294117647,10,57,5
3.9348,218502,2990.0,28.712871287128714,5,56,7
3.7072,76862,1103.0,4.733727810650888,5,56,7
4.119,30143,580.0,6.428571428571428,63,15,0
3.0995,35539,201.0,49.99999999999999,63,15,0
4.2996,14080,267.0,58.0,9,79,9
4.0747,44048,549.0,15.384615384615385,15,64,4
3.5287,37265,157.0,2.75,18,48,11
3.8495,101830,1462.0,43.51851851851852,10,57,6
3.6875,3858,16.0,10.0,40,104,6
4.3148,8164,54.0,8.181818181818182,40,104,0
4.184,15202,125.0,7.82608695652174,40,104,0
4.3043,6410,23.0,8.571428571428571,40,104,0
4.2188,11267,32.0,40.0,26,38,5
4.3167,19639,1339.0,31.764705882352942,32,87,6
4.3375,12025,403.0,31.764705882352942,32,87,6
4.443,2154,298.0,42.35294117647059,18,24,9
4.1758,90176,2304.0,35.50295857988166,17,7,6
4.5084,53490,1013.0,15.019762845849803,4,5,6
3.8495,121697,578.0,24.705882352941178,21,42,5
4.1988,29893,1036.0,30.58823529411765,12,95,6
3.8529,4286,34.0,20.414201183431953,12,118,7
4.3775,34430,1184.0,82.35294117647058,15,64,5
4.2283,3325,184.0,20.58823529411765,10,82,6
4.6216,3980,148.0,39.0,10,82,9
4.2519,8210,131.0,38.80597014925373,10,82,1
4.1319,73227,364.0,8.181818181818182,26,38,5
3.8041,113508,1205.0,6.284658040665434,21,42,0
4.5209,44811,764.0,53.92156862745098,12,95,6
4.3085,91800,4275.0,60.0,12,13,6
3.4231,10066,130.0,110.0,31,62,9
3.8391,53378,976.0,7.0,16,116,0
4.4033,60112,1287.0,34.11764705882353,12,95,4
4.2118,72948,543.0,85.0,16,116,9
4.3936,14243,94.0,6.5,12,4,0
4.4865,5373,37.0,95.0,12,4,9
3.4353,16522,85.0,78.0,12,4,3
4.0,4478,13.0,70.0,12,4,6
3.7955,5814,44.0,75.88235294117648,12,4,6
3.641,60772,273.0,9.761904761904761,63,15,6
3.9167,7196,36.0,55.88235294117647,18,24,6
4.2286,4898,105.0,10.285714285714286,18,24,0
4.1867,191117,3000.0,5.384615384615385,21,86,0
4.375,5337,32.0,95.0,21,120,4
3.2976,55413,1401.0,11.333333333333334,28,28,8
3.2641,46271,871.0,18.0,28,28,8
4.5376,35855,1330.0,49.0,27,0,6
3.3056,12925,144.0,76.0,63,15,1
4.1378,18955,225.0,55.0,37,63,6
4.3675,21278,283.0,17.0,31,62,9
4.5224,20271,201.0,11.0,31,62,0
3.985,44901,133.0,19.0,32,87,5
4.6199,107009,1773.0,13.6,32,87,4
4.4505,31673,111.0,19.0,32,87,5
4.3936,82505,1006.0,13.6,32,87,4
3.9333,4098,30.0,42.94117647058824,32,87,6
4.4922,43682,1662.0,13.6,32,87,4
4.0982,28856,112.0,19.0,32,87,5
4.0765,28455,536.0,1.7333333333333334,26,38,3
4.3117,278565,2531.0,26.0,17,135,4
4.0949,534891,3624.0,42.35294117647059,25,121,6
4.1891,153021,6616.0,8.0,17,135,5
4.1996,138957,1638.0,89.0,25,121,9
3.36,6297,25.0,66.47058823529412,22,30,6
3.7158,14326,95.0,15.384615384615385,15,64,4
3.7778,13730,81.0,2.6666666666666665,31,76,0
4.5385,7402,39.0,7.647058823529412,31,76,0
3.9714,6060,35.0,10.0,31,76,6
4.0831,73299,433.0,18.0,31,76,9
3.7534,6777,73.0,2.0,31,76,0
4.398,19597,98.0,2.0,31,76,6
3.9667,24476,150.0,2.0,31,76,6
3.7331,52222,341.0,2.0,31,76,6
4.1622,15508,74.0,2.25,31,76,0
4.0938,9434,64.0,2.6666666666666665,31,76,0
3.3077,11930,78.0,40.0,31,76,1
4.0,11470,21.0,10.0,31,76,4
4.3135,42731,185.0,22.857142857142858,31,76,3
3.6452,5544,31.0,14.0,31,76,6
3.9762,5156,42.0,20.0,31,76,0
4.0392,10961,51.0,45.0,31,76,9
4.3939,6861,33.0,21.428571428571427,31,76,9
4.5988,25051,1306.0,90.0,18,25,9
4.222,53431,1072.0,48.0,17,69,6
3.7547,97522,481.0,10.0,21,42,5
4.3216,43553,482.0,50.0,18,48,6
4.5826,21533,1102.0,103.03030303030303,32,81,5
4.0462,45432,195.0,80.0,37,63,3
4.4611,7352,193.0,21.764705882352942,10,82,6
4.3654,12305,104.0,21.176470588235293,15,17,8
4.2093,9859,43.0,7.666666666666667,15,17,7
3.9245,7885,53.0,18.823529411764707,15,17,8
4.154,240805,1227.0,11.462450592885377,21,42,6
4.1724,8179,174.0,40.0,32,81,6
4.4743,22199,641.0,42.35294117647059,32,81,6
4.1328,11021,128.0,92.0,32,81,9
4.6139,9131,360.0,24.84848484848485,32,81,9
4.4975,57639,802.0,6.814814814814815,32,81,0
4.2875,16121,320.0,7.0,32,81,0
4.3275,18376,455.0,50.0,32,81,6
4.5337,120336,712.0,10.4,39,124,9
4.1229,323470,2393.0,4.242424242424242,39,124,9
4.4912,609214,3620.0,9.5,39,124,9
4.4187,61522,246.0,9.19,39,124,9
4.4515,118808,474.0,10.3,39,124,9
4.2745,39270,153.0,11.5,39,124,9
3.914,67151,186.0,10.4,39,124,9
4.0795,50462,176.0,14.8,39,124,9
4.0909,107506,319.0,9.69,39,124,9
4.2992,79483,605.0,16.0,36,122,9
4.3763,190013,2174.0,10.0,36,122,9
4.3025,44663,628.0,10.0,36,122,9
4.3647,223199,1541.0,15.0,36,122,9
2.9963,34985,535.0,13.0,36,122,9
3.8417,233214,2022.0,22.0,36,122,1
4.3453,48672,307.0,4.11764705882353,36,122,0
4.0588,38347,187.0,12.0,36,122,6
4.0614,79702,456.0,10.0,36,122,9
4.354,181466,1980.0,2.6,36,122,0
4.3536,54462,1035.0,15.0,36,122,9
4.5633,16618,245.0,22.35294117647059,27,0,4
3.2,2181,30.0,23.529411764705884,27,0,6
3.9511,37616,777.0,71.0,32,81,9
4.3646,42139,565.0,60.0,18,48,6
4.0748,91565,909.0,67.79661016949153,16,116,6
4.4615,14819,65.0,68.0,2,67,9
4.4419,12391,43.0,75.0,32,87,6
4.1146,23735,253.0,30.58823529411765,12,107,4
4.5535,78781,1149.0,5.0,12,107,0
4.6129,29342,434.0,50.0,12,107,9
4.2869,45776,969.0,88.0,12,107,1
4.5,11765,76.0,6.4,12,107,0
4.3529,4085,17.0,42.94117647058824,32,87,6
3.48,5207,25.0,42.30769230769231,40,104,6
3.3846,8124,39.0,44.11764705882353,40,104,6
4.5482,28967,633.0,96.0,46,21,9
4.475,22730,760.0,8.23529411764706,46,21,5
4.4977,31085,1296.0,15.0,46,21,5
4.3958,20286,331.0,8.23529411764706,46,21,5
4.6765,142884,4791.0,42.22222222222222,46,21,5
4.5631,18667,499.0,22.35294117647059,46,21,6
4.3473,13086,167.0,28.235294117647058,46,21,6
4.3617,6918,141.0,40.588235294117645,46,21,6
3.8086,31213,209.0,250.0,25,68,3
4.1652,65877,1283.0,9.047619047619047,26,38,0
4.1823,8594,181.0,52.35294117647059,46,21,9
3.9896,97961,960.0,68.0,10,115,9
4.3016,20031,703.0,5.545286506469501,4,5,0
3.0952,2655,21.0,75.0,12,4,9
4.2137,22380,393.0,73.0,15,64,9
3.7581,10597,124.0,4.733727810650888,5,56,7
4.2312,54944,333.0,49.0,19,32,6
4.0806,310127,2580.0,36.68639053254438,28,28,6
4.0946,39794,423.0,10.5,17,135,6
4.5695,14977,957.0,45.294117647058826,40,104,6
4.4818,25845,220.0,42.77777777777778,40,104,6
4.5746,7835,181.0,45.294117647058826,40,104,6
3.5625,23960,64.0,391.30434782608694,25,68,3
4.0282,145386,994.0,6.176470588235294,39,124,0
2.8333,2124,12.0,43.529411764705884,63,15,6
3.8776,33916,727.0,6.865671641791044,63,15,6
4.4615,2768,13.0,27.058823529411764,63,15,6
4.2702,19267,1273.0,25.294117647058822,32,87,6
4.4167,22708,384.0,125.0,6,100,9
4.3179,3458,151.0,119.23076923076923,46,21,9
4.6173,20646,554.0,5.238095238095238,46,21,0
4.3621,11799,348.0,77.0,46,21,9
4.0,3157,14.0,8.627450980392158,46,21,0
3.4098,26913,427.0,4.733727810650888,5,56,7
3.9006,20928,322.0,14.117647058823529,37,63,4
3.9379,21530,564.0,28.823529411764707,32,81,6
4.0705,49561,738.0,78.0,32,81,9
3.9406,5091,101.0,85.0,27,0,9
3.9924,15309,131.0,48.51485148514851,12,118,7
4.5082,12724,5075.0,132.35294117647058,17,69,9
4.6528,8701,144.0,165.0,17,69,6
4.5969,7751,129.0,214.2857142857143,17,69,1
3.8814,30384,194.0,10.625,26,38,5
4.0207,41151,145.0,64.0,26,38,5
4.6757,3090,111.0,39.0,10,82,9
3.9737,14511,38.0,1.875,31,76,0
4.1736,31454,121.0,13.0,36,122,9
4.1793,90224,1043.0,10.0,36,122,9
4.0839,115761,1109.0,112.0,17,7,1
3.664,20862,494.0,28.235294117647058,24,117,8
4.3331,48205,1471.0,81.25,19,22,6
4.4158,29381,570.0,14.792899408284024,17,26,6
4.0283,23505,1235.0,38.23529411764706,16,116,6
4.0423,214996,2009.0,84.0,21,42,1
4.2571,6427,70.0,10.857142857142858,18,24,0
4.1538,76193,390.0,7.8,39,124,6
4.2962,180310,719.0,8.11764705882353,39,124,4
4.0703,8712,1166.0,325.0,34,23,9
4.427,5441,267.0,380.0,34,23,9
4.5657,2918,99.0,260.0,34,23,9
4.1484,10188,1004.0,160.0,34,23,9
2.6912,4226,68.0,160.0,34,23,8
3.5556,2025,9.0,320.0,34,23,9
3.6327,3705,49.0,160.0,34,23,9
4.358,5499,1106.0,142.01183431952663,34,23,6
4.2083,3586,24.0,142.01183431952663,34,23,6
4.2644,4957,503.0,300.0,34,23,1
4.1233,7059,73.0,16.0,34,23,0
4.4424,8030,217.0,30.769230769230766,34,23,0
4.7447,6887,282.0,88.75739644970415,34,23,4
3.2609,3039,23.0,142.01183431952663,34,23,6
3.95,2725,20.0,88.75739644970415,34,23,4
4.0556,2817,18.0,260.0,34,23,9
4.125,2929,8.0,110.0,34,23,9
3.7,1476,10.0,16.0,34,23,0
4.4,3412,10.0,30.769230769230766,34,23,0
5.0,2591,5.0,142.01183431952663,34,23,6
4.4286,1789,7.0,136.09467455621302,34,23,6
4.5361,4400,97.0,8.0,9,79,0
4.5862,6068,29.0,45.0,1,2,6
4.5369,22776,1719.0,16.0,27,90,5
3.8235,1612,17.0,142.01183431952663,34,23,6
4.5152,5491,33.0,15.779092702169624,34,23,0
4.1885,11730,191.0,64.70588235294117,31,62,6
4.4372,10024,366.0,44.70588235294118,31,62,6
4.1733,4607,150.0,11.0,31,62,0
4.3482,29962,1077.0,4.444444444444445,4,5,0
4.2678,48655,478.0,4.11764705882353,36,122,0
3.7064,110960,1509.0,26.0,36,122,1
3.902,70149,561.0,17.0,36,122,9
4.2788,39655,312.0,14.0,36,122,9
4.4264,13785,129.0,42.96296296296296,27,0,6
4.3785,6868,177.0,425.0,25,68,9
3.4,2035,15.0,110.0,34,23,9
4.354,11824,1627.0,6.0,27,90,5
4.2345,46865,307.0,34.11764705882353,18,48,9
3.9138,4874,116.0,34.11764705882353,9,79,6
2.8182,7826,11.0,90.0,12,13,6
4.0694,16829,72.0,9.0,18,48,6
4.1426,12530,512.0,7.1604938271604945,17,26,0
4.2621,9865,477.0,7.407407407407407,17,26,0
4.2448,17219,629.0,20.710059171597635,17,26,6
4.3182,7687,22.0,160.0,19,22,1
4.4977,9534,661.0,79.41176470588235,19,22,6
3.9405,10892,84.0,142.0,18,24,9
4.6711,5051,149.0,120.0,18,24,9
4.2189,37228,1681.0,22.35294117647059,6,78,6
4.4204,19274,804.0,7.5,6,78,0
4.5604,45410,439.0,12.727272727272728,9,79,9
4.14,101013,1157.0,31.952662721893493,28,28,4
3.6,24452,95.0,50.0,63,15,9
3.6598,6620,97.0,24.28571428571429,63,15,8
4.2518,51219,552.0,6.6,21,86,0
4.3768,78779,990.0,64.35643564356435,17,7,9
3.5857,28780,461.0,80.0,24,117,1
